vehicle_id,model,make_year,color
V345372,Hatchback,2015,White
V73497,Coupe,2018,Black
V139684,Coupe,2022,Green
V25156,Convertible,2017,Black
V363496,SUV,2019,Blue
V113834,Sedan,2021,Red
V75964,Convertible,2016,Green
V499746,Truck,2018,Green
V253832,Coupe,2021,Green
V244481,Truck,2020,White
V347237,Sedan,2018,White
V326222,Hatchback,2024,Black
V128535,Coupe,2022,Red
V340256,Coupe,2017,Red
V336709,Coupe,2019,Black
V271208,Hatchback,2016,Green
V348676,Hatchback,2019,White
V401728,Convertible,2016,White
V52953,Coupe,2020,Blue
V338616,Convertible,2023,Red
V237275,Truck,2020,Black
V196901,Sedan,2022,White
V4119,Sedan,2020,Green
V93734,Truck,2016,Blue
V276260,Hatchback,2021,Red
V253559,SUV,2022,White
V461844,Hatchback,2022,Green
V206089,Hatchback,2023,Green
V271613,Coupe,2024,Blue
V319569,Truck,2019,Green
V363770,Truck,2018,Black
V283768,Hatchback,2023,White
V385988,Convertible,2015,Black
V453589,Sedan,2017,Green
V335979,Truck,2015,Black
V14520,Coupe,2017,Blue
V443522,Coupe,2015,Green
V58052,Truck,2020,Blue
V63515,SUV,2022,Blue
V14739,SUV,2017,Green
V153993,Convertible,2023,White
V378043,Convertible,2015,White
V167017,Convertible,2022,Red
V349058,Hatchback,2016,Red
V220390,Hatchback,2018,Black
V227213,Sedan,2020,Red
V461864,Truck,2022,Red
V278405,Hatchback,2022,Green
V351928,Truck,2020,Blue
V206677,SUV,2021,Black
V216306,Sedan,2024,Blue
V11016,SUV,2023,Blue
V71360,Hatchback,2021,Blue
V5697,SUV,2020,Red
V357995,Truck,2018,Blue
V481012,Truck,2016,Green
V91730,SUV,2015,Red
V408998,Coupe,2017,White
V247751,Truck,2024,Blue
V243308,SUV,2017,Blue
V447470,Truck,2023,Red
V421235,Sedan,2016,Black
V490274,Coupe,2016,Black
V387613,Hatchback,2019,Black
V50006,Hatchback,2016,Green
V338102,Coupe,2021,White
V125090,Truck,2021,Green
V238986,SUV,2016,Black
V244420,Hatchback,2020,Blue
V77284,Hatchback,2023,Green
V210702,Hatchback,2019,Red
V448559,Convertible,2015,Black
V436952,Truck,2022,White
V249536,Truck,2016,White
V319050,Convertible,2024,Black
V160027,Hatchback,2021,Black
V12123,Hatchback,2020,White
V451724,Truck,2021,Black
V363981,SUV,2024,Blue
V372381,SUV,2019,Red
V122993,Convertible,2022,Black
V2149,Coupe,2018,Black
V87973,Coupe,2017,Blue
V286927,Coupe,2017,Black
V383351,Convertible,2018,Black
V322728,SUV,2022,White
V436563,Convertible,2015,Green
V297862,SUV,2016,Green
V399637,Hatchback,2017,Red
V373846,Sedan,2023,Red
V314786,Truck,2022,Black
V84568,Convertible,2021,Green
V8788,Coupe,2018,White
V283590,Sedan,2020,Green
V252179,Hatchback,2017,Green
V58253,SUV,2024,Green
V462746,Hatchback,2022,Blue
V298513,Convertible,2016,Green
V423905,Sedan,2017,Blue
V57667,Sedan,2023,Blue
V357192,Sedan,2023,Black
V306389,Coupe,2021,Black
V129325,Truck,2024,Green
V284971,Convertible,2020,Black
V157587,Convertible,2019,Green
V53679,Truck,2017,Black
V387197,SUV,2022,Green
V94380,Truck,2016,Red
V31546,Convertible,2021,Black
V186646,Sedan,2020,Black
V490817,Truck,2022,Red
V4615,SUV,2015,Blue
V364565,Truck,2019,White
V147281,Truck,2021,Red
V155484,Truck,2020,White
V352873,Sedan,2024,Blue
V390244,Hatchback,2016,Black
V220111,Truck,2016,Blue
V2729,Truck,2019,White
V357643,SUV,2017,Green
V199049,SUV,2023,Red
V12752,SUV,2024,White
V339774,Sedan,2023,White
V363667,Truck,2020,Blue
V35080,Sedan,2018,Black
V100557,Coupe,2022,Blue
V141991,Hatchback,2016,Black
V450257,Convertible,2022,Green
V464300,Truck,2023,Red
V395939,SUV,2020,Blue
V134551,Convertible,2018,Red
V83930,Coupe,2022,White
V255906,Truck,2023,White
V134197,Hatchback,2021,Blue
V375835,Convertible,2015,Black
V301498,Truck,2019,Blue
V491641,Truck,2023,Black
V471217,Hatchback,2022,Blue
V54115,Sedan,2024,Blue
V201558,SUV,2015,Blue
V113764,Coupe,2024,White
V200430,Sedan,2022,Blue
V278145,Truck,2024,Green
V438840,SUV,2021,Green
V325205,SUV,2019,Red
V107650,Sedan,2015,Blue
V126470,Sedan,2024,Red
V79001,SUV,2020,Red
V361205,Sedan,2017,Blue
V412613,Coupe,2016,White
V292019,Truck,2024,Red
V115746,Hatchback,2024,Blue
V349876,Hatchback,2016,White
V284555,SUV,2019,Green
V250231,Sedan,2017,Green
V329210,Truck,2017,White
V97302,Convertible,2015,Green
V55690,Convertible,2015,Red
V479880,Hatchback,2016,White
V379452,Convertible,2023,Black
V384590,Truck,2021,White
V397038,Sedan,2018,Black
V265498,SUV,2016,White
V213215,Coupe,2016,White
V385507,Hatchback,2018,White
V128252,Coupe,2023,Blue
V494349,Truck,2018,Black
V315466,Sedan,2017,Black
V465363,Truck,2021,White
V134653,SUV,2016,Blue
V147476,Coupe,2017,Green
V374978,Coupe,2017,Green
V294263,Sedan,2017,Red
V38989,Coupe,2022,Blue
V241894,Hatchback,2020,Red
V427466,Coupe,2023,Blue
V375680,Convertible,2018,White
V201725,Sedan,2023,Green
V383947,Convertible,2019,White
V185124,Truck,2021,Red
V450156,SUV,2018,White
V372413,Hatchback,2023,White
V483098,SUV,2020,Green
V491860,SUV,2024,Green
V478002,Hatchback,2018,Red
V313896,Coupe,2015,Green
V337792,Convertible,2019,White
V359916,Convertible,2022,Black
V230613,Sedan,2019,Green
V109787,Convertible,2015,White
V324083,Hatchback,2018,Black
V234173,Truck,2023,Blue
V493181,Convertible,2021,Green
V437740,Coupe,2017,Red
V41544,Convertible,2019,White
V439074,Convertible,2019,Red
V320999,Sedan,2017,Blue
V61751,SUV,2017,White
V87720,Hatchback,2016,White
V200027,Coupe,2015,White
V83050,Truck,2021,White
V494410,Hatchback,2019,Green
V43229,Truck,2020,Black
V316226,SUV,2022,Black
V125172,Convertible,2024,Green
V8625,Convertible,2020,White
V197838,Convertible,2015,Green
V382152,Convertible,2024,Black
V417481,Convertible,2022,Black
V206825,Sedan,2021,Black
V350470,Convertible,2022,Green
V57688,Truck,2022,White
V170203,Sedan,2020,Black
V390858,Truck,2022,Black
V483627,Sedan,2018,Black
V239320,Sedan,2016,Red
V37775,Truck,2020,Red
V266159,Convertible,2024,Black
V4692,SUV,2015,Black
V466599,Hatchback,2023,Green
V245759,Truck,2018,White
V195247,Hatchback,2022,Black
V180915,Hatchback,2023,Blue
V34475,SUV,2018,Black
V289097,Sedan,2018,Green
V207974,Coupe,2023,Black
V20434,Truck,2020,Green
V288506,SUV,2015,Black
V382092,Coupe,2023,Black
V210141,Coupe,2020,Blue
V134073,SUV,2024,Blue
V129463,Coupe,2019,Blue
V58970,Coupe,2019,Blue
V78938,Sedan,2015,Green
V152713,Coupe,2016,Red
V435389,Hatchback,2023,Black
V89422,Convertible,2016,Red
V252964,Hatchback,2023,Black
V352804,Coupe,2021,White
V214745,SUV,2021,Green
V402996,Hatchback,2023,Red
V234616,Coupe,2019,Blue
V410781,Hatchback,2019,Green
V127911,Convertible,2019,Red
V125094,Coupe,2016,Black
V210979,SUV,2019,White
V396487,Truck,2016,White
V463236,Coupe,2019,Red
V418652,Sedan,2018,Black
V253027,Coupe,2019,Green
V113558,SUV,2024,Blue
V81255,Sedan,2018,Red
V494866,Truck,2016,Green
V40589,Truck,2019,Blue
V58067,Hatchback,2016,White
V407754,Sedan,2022,White
V349648,Convertible,2021,Blue
V302696,Convertible,2024,Blue
V230856,Convertible,2020,Red
V402923,Hatchback,2016,Red
V448439,Sedan,2017,Black
V308275,Hatchback,2015,Green
V26048,Convertible,2024,Blue
V3678,Sedan,2021,Red
V25775,Hatchback,2016,Green
V462315,SUV,2015,Green
V144960,Hatchback,2022,Green
V94198,Coupe,2022,Black
V212316,Truck,2015,Green
V362686,Convertible,2020,Black
V299415,Sedan,2021,Red
V167139,Truck,2019,Black
V471226,Coupe,2015,White
V301579,Hatchback,2022,Red
V54428,SUV,2018,Green
V357961,Truck,2017,Blue
V63953,Hatchback,2017,Blue
V452954,Sedan,2018,Red
V346057,Convertible,2019,White
V408073,Hatchback,2019,Green
V191253,SUV,2021,White
V165803,Coupe,2022,Red
V495117,Truck,2020,White
V366294,Sedan,2020,Black
V230021,Truck,2019,Blue
V468154,Convertible,2021,Black
V448640,Coupe,2020,Black
V164324,Convertible,2024,Red
V11284,Sedan,2020,Green
V326835,Truck,2021,Blue
V296813,Hatchback,2022,Red
V56763,Truck,2024,Black
V178331,Hatchback,2022,Blue
V236204,Convertible,2015,Blue
V104790,Truck,2019,Blue
V360478,Convertible,2022,Black
V299213,SUV,2016,Red
V45477,Coupe,2023,Black
V119056,Coupe,2015,Green
V204332,Coupe,2023,White
V17476,SUV,2022,Green
V31717,Truck,2019,White
V60357,Sedan,2017,Blue
V437779,Convertible,2024,Green
V37297,Truck,2016,White
V486615,Hatchback,2023,Red
V144110,Sedan,2016,Red
V306695,Hatchback,2017,Blue
V162201,Convertible,2022,Blue
V63886,Truck,2020,Black
V441295,Hatchback,2017,Green
V188832,Truck,2020,White
V86342,Truck,2019,Red
V227030,Coupe,2017,Green
V321990,Hatchback,2018,White
V91154,SUV,2016,Black
V321103,Hatchback,2020,Blue
V122503,Hatchback,2024,Red
V58791,Coupe,2020,White
V380757,SUV,2019,Blue
V11863,SUV,2022,Green
V287532,Truck,2017,Blue
V236292,Sedan,2021,White
V100278,Truck,2022,Blue
V430695,Coupe,2015,Red
V423727,Sedan,2019,Green
V172982,SUV,2022,Blue
V14108,Convertible,2022,Red
V93056,Truck,2024,Green
V340180,Coupe,2024,White
V99230,Coupe,2017,Blue
V498148,Coupe,2022,Red
V367898,Hatchback,2020,Black
V455827,SUV,2017,Blue
V439747,Convertible,2017,Blue
V8174,Convertible,2023,Blue
V252044,Truck,2024,Blue
V306930,Convertible,2017,White
V91305,Sedan,2015,White
V303233,Hatchback,2017,Black
V311784,Truck,2020,Green
V363133,Truck,2017,Red
V197145,Convertible,2019,Red
V378453,Convertible,2016,Green
V256656,Convertible,2020,Black
V335321,Sedan,2017,White
V413801,Hatchback,2018,Black
V432463,SUV,2017,Red
V380848,SUV,2016,Black
V184570,SUV,2023,Red
V68961,SUV,2023,White
V426033,Coupe,2018,White
V266377,Coupe,2018,Red
V302158,Coupe,2022,Green
V324305,Coupe,2020,White
V493958,Coupe,2019,White
V348918,Hatchback,2018,White
V174322,Truck,2023,White
V479664,SUV,2022,Black
V237151,SUV,2017,White
V249849,Truck,2016,Green
V219933,Coupe,2021,Blue
V182921,Hatchback,2018,White
V342905,Sedan,2020,Blue
V100380,Coupe,2023,Blue
V202909,SUV,2016,Blue
V150224,Truck,2016,Blue
V488582,Hatchback,2019,White
V130772,Truck,2024,Blue
V474793,Convertible,2019,White
V268605,Sedan,2018,White
V12741,Convertible,2021,Blue
V384617,SUV,2021,Blue
V9018,Hatchback,2019,Blue
V377171,Hatchback,2017,Black
V476920,Convertible,2016,White
V75977,Truck,2018,White
V323900,Coupe,2023,White
V428530,Convertible,2022,Blue
V1290,Hatchback,2019,Green
V157240,Truck,2024,White
V395950,Sedan,2021,Blue
V414113,Truck,2016,White
V128561,Coupe,2021,Red
V58437,Convertible,2021,Green
V388707,Sedan,2021,Blue
V2735,Hatchback,2023,Red
V447475,Coupe,2022,Green
V388291,SUV,2021,Green
V141686,Coupe,2021,White
V30666,SUV,2020,Green
V431212,Coupe,2023,Red
V421029,Sedan,2018,Black
V458550,Convertible,2024,White
V5820,Truck,2019,Red
V383500,Truck,2020,Black
V439110,Coupe,2018,Black
V313745,Sedan,2021,Black
V497368,Coupe,2022,Blue
V98672,SUV,2024,Blue
V196718,Coupe,2018,Blue
V382107,Hatchback,2019,Blue
V242750,SUV,2015,White
V296338,Hatchback,2023,Red
V399069,SUV,2019,Black
V115377,Convertible,2024,Red
V54872,Truck,2021,Red
V347002,Coupe,2020,Black
V445973,Truck,2022,Blue
V179434,Hatchback,2020,Red
V491154,Convertible,2016,Black
V300971,Truck,2015,Green
V444832,Sedan,2015,Blue
V330035,Coupe,2022,White
V215439,Hatchback,2023,Blue
V222024,Hatchback,2020,Black
V366257,Sedan,2020,Green
V13227,Coupe,2021,Green
V157680,Convertible,2017,Blue
V296003,Hatchback,2015,White
V282308,Truck,2020,White
V480372,SUV,2019,Green
V413474,Hatchback,2021,White
V181488,Coupe,2024,Green
V41401,Hatchback,2015,Green
V13387,SUV,2016,Blue
V377518,Coupe,2016,Green
V272111,Sedan,2022,Blue
V67917,SUV,2016,Red
V127265,Truck,2019,White
V456482,Hatchback,2022,Blue
V268460,Sedan,2017,White
V195319,SUV,2020,White
V161562,SUV,2018,Red
V53144,Sedan,2017,Red
V269278,Truck,2023,Green
V368220,SUV,2019,Red
V22358,Convertible,2024,Green
V330675,Convertible,2020,Red
V286411,SUV,2015,Red
V449019,Sedan,2021,White
V325312,Convertible,2015,Blue
V165767,Sedan,2020,Green
V148374,Hatchback,2024,Black
V221710,Hatchback,2015,Blue
V118726,Coupe,2024,Blue
V156032,Coupe,2018,Green
V374946,Sedan,2022,White
V254223,Sedan,2022,Green
V196092,Truck,2018,Black
V327934,Coupe,2018,White
V212999,Convertible,2017,Green
V345675,Sedan,2017,Black
V449558,Convertible,2018,White
V281503,SUV,2024,Blue
V363729,Coupe,2018,Red
V231802,SUV,2023,White
V114410,Coupe,2018,White
V49425,Truck,2015,White
V40421,SUV,2023,White
V131262,Hatchback,2022,Blue
V37812,Coupe,2019,Green
V416816,SUV,2017,Red
V242035,Truck,2021,Green
V12745,Truck,2022,White
V365175,Convertible,2021,Green
V424357,SUV,2024,Green
V221131,Hatchback,2020,White
V352370,Coupe,2022,Green
V7426,Hatchback,2017,Blue
V8540,SUV,2015,Black
V204904,Truck,2023,Blue
V418088,SUV,2024,Red
V417668,SUV,2015,Red
V109420,Truck,2021,Black
V171676,Convertible,2024,Red
V383460,Truck,2022,Blue
V217237,Coupe,2024,Red
V210964,Hatchback,2020,Green
V436045,Convertible,2016,Blue
V414175,Hatchback,2023,Red
V329507,Coupe,2020,Blue
V487247,Hatchback,2016,Black
V45074,Truck,2015,Blue
V141198,SUV,2016,Green
V28133,Truck,2015,Blue
V234324,Hatchback,2023,White
V293549,SUV,2016,Black
V191053,Truck,2018,Green
V305250,Convertible,2020,Black
V54601,SUV,2016,White
V327711,SUV,2024,White
V31563,SUV,2016,Green
V150560,SUV,2024,Blue
V312169,Truck,2023,Green
V146771,Sedan,2022,White
V268843,Sedan,2016,Red
V4489,Sedan,2017,White
V411612,SUV,2019,Blue
V220141,Truck,2017,White
V272299,Hatchback,2020,Red
V434444,Sedan,2017,Black
V51206,SUV,2016,Blue
V180855,Convertible,2015,Green
V265248,Sedan,2019,Green
V221800,Hatchback,2018,White
V171669,Coupe,2020,White
V332068,Truck,2020,Red
V311935,Convertible,2023,Blue
V61209,Convertible,2020,Blue
V80243,Coupe,2023,White
V33853,Truck,2022,Black
V62477,Coupe,2023,Blue
V410141,Sedan,2017,Blue
V251273,Truck,2022,Red
V193669,Sedan,2017,White
V378527,SUV,2020,White
V167714,Coupe,2017,Blue
V72108,Sedan,2016,Black
V484987,Truck,2017,Red
V19931,Hatchback,2017,Blue
V441621,Convertible,2018,Blue
V217491,Convertible,2016,White
V442227,Truck,2024,Black
V71000,Sedan,2023,Red
V432875,Truck,2020,Green
V202856,Hatchback,2015,Green
V314131,Sedan,2019,White
V46477,Sedan,2016,Blue
V407715,Hatchback,2021,White
V454841,Hatchback,2024,Green
V357820,Coupe,2017,Blue
V197589,Truck,2023,White
V462682,SUV,2021,Red
V198409,Truck,2022,Blue
V65715,SUV,2019,Red
V45261,Hatchback,2017,White
V328230,Coupe,2022,Green
V247338,Hatchback,2024,Blue
V330068,Convertible,2016,Red
V268589,Hatchback,2021,White
V163968,SUV,2018,White
V29645,Truck,2024,Blue
V153548,Truck,2016,Blue
V90147,Convertible,2023,Green
V366130,Hatchback,2019,Red
V356066,Hatchback,2019,Blue
V119835,Convertible,2021,Green
V127828,Coupe,2018,Blue
V405495,Coupe,2017,White
V67637,Coupe,2019,White
V170021,Sedan,2017,Blue
V36836,SUV,2015,Black
V307721,Sedan,2022,White
V379936,Sedan,2015,Green
V143253,SUV,2022,Blue
V270426,Convertible,2017,Green
V227110,Hatchback,2018,Red
V218660,Hatchback,2017,Blue
V419825,Convertible,2024,White
V349656,SUV,2020,Green
V261943,Sedan,2016,Red
V310325,Sedan,2021,Black
V189046,Truck,2023,Blue
V15922,Hatchback,2016,Green
V96905,Truck,2023,Black
V3929,Sedan,2021,Blue
V480584,Convertible,2024,Black
V246863,Hatchback,2024,Green
V357313,Coupe,2019,Green
V485881,Convertible,2024,Blue
V486931,SUV,2024,Black
V152786,Truck,2021,Green
V306735,Hatchback,2022,Black
V245316,Sedan,2016,Green
V4533,SUV,2015,Red
V328512,Coupe,2015,Black
V28923,Truck,2015,Blue
V235012,SUV,2021,Red
V113353,Hatchback,2018,Green
V95399,Sedan,2021,White
V202910,Sedan,2017,Blue
V413169,Hatchback,2023,Red
V141492,SUV,2017,Blue
V379540,Hatchback,2023,Black
V207162,Truck,2018,Green
V37550,Hatchback,2017,Red
V2271,Convertible,2018,Red
V419300,Truck,2024,Black
V161338,Hatchback,2021,Black
V119311,Sedan,2016,White
V422857,Sedan,2021,White
V132981,SUV,2022,White
V468038,Hatchback,2020,Red
V339694,Sedan,2020,White
V321948,Convertible,2023,Red
V364137,Coupe,2024,Black
V334414,Coupe,2015,Black
V103671,Coupe,2018,Blue
V190292,Coupe,2019,Black
V321051,Truck,2019,Black
V10906,Coupe,2017,White
V213294,Truck,2019,Blue
V52699,SUV,2019,Red
V377510,Truck,2018,White
V115515,Hatchback,2023,Red
V478406,Truck,2022,Black
V153578,SUV,2021,Green
V343600,Coupe,2019,Black
V242741,Sedan,2016,Red
V69746,Convertible,2021,Black
V144813,Hatchback,2022,Black
V487949,Convertible,2020,Blue
V87931,Coupe,2016,Green
V135098,Sedan,2017,Black
V405651,SUV,2019,Red
V262112,Sedan,2023,Blue
V104979,Convertible,2016,Green
V265595,Hatchback,2018,Black
V195095,Coupe,2019,Black
V489052,Coupe,2015,Blue
V408035,Hatchback,2022,White
V311384,SUV,2017,Blue
V122743,Sedan,2022,Blue
V177005,Coupe,2023,Blue
V109381,Coupe,2024,Black
V400534,SUV,2019,Black
V204933,Convertible,2024,Black
V86640,Hatchback,2022,Green
V151754,Hatchback,2018,Red
V301630,Hatchback,2016,Red
V115476,SUV,2016,Red
V120604,SUV,2022,White
V169324,Truck,2018,Green
V249058,Sedan,2020,Blue
V183208,Truck,2017,Red
V261640,Hatchback,2019,Blue
V211574,Sedan,2018,Green
V289113,SUV,2016,Green
V363169,Hatchback,2023,White
V292487,Convertible,2019,Black
V60526,Hatchback,2021,Blue
V228088,Coupe,2019,White
V148352,Truck,2018,White
V328314,Coupe,2020,Green
V113928,Convertible,2024,White
V247101,Truck,2019,Black
V360681,Hatchback,2017,Blue
V6595,Coupe,2019,Black
V363156,Sedan,2019,Red
V337552,Coupe,2019,Black
V23925,Coupe,2024,Black
V303160,SUV,2022,Green
V227317,SUV,2019,White
V465797,Sedan,2015,Green
V163433,Convertible,2023,Blue
V15912,Truck,2022,Blue
V349471,Truck,2015,Green
V177063,Sedan,2016,Red
V370278,Hatchback,2016,Red
V497898,SUV,2017,White
V135302,Hatchback,2020,Black
V380426,Convertible,2023,Black
V260365,SUV,2016,Green
V143245,Truck,2024,Green
V295790,Coupe,2022,White
V314145,SUV,2020,Red
V496535,Sedan,2015,Green
V121146,SUV,2017,Red
V16236,Sedan,2020,Green
V155876,Coupe,2022,White
V136063,Truck,2016,Blue
V92043,Coupe,2015,Red
V197334,SUV,2019,Blue
V149957,SUV,2020,Blue
V352355,SUV,2023,Red
V212222,Sedan,2024,Blue
V121967,Convertible,2023,Black
V399399,Convertible,2015,Blue
V60019,Truck,2022,Black
V496070,SUV,2023,Blue
V154693,Hatchback,2024,Blue
V417437,Truck,2015,White
V189221,Coupe,2021,Black
V212580,Coupe,2016,Black
V195383,Convertible,2023,Black
V153957,Coupe,2022,Black
V314658,Coupe,2017,Red
V120764,Truck,2020,White
V270016,SUV,2021,White
V79548,Truck,2019,White
V262289,Coupe,2018,White
V30581,SUV,2016,Black
V66023,SUV,2017,Black
V190755,Hatchback,2017,Green
V172426,Convertible,2017,Red
V103412,Truck,2024,Blue
V19423,Coupe,2017,Green
V368863,Convertible,2022,Red
V88074,Coupe,2016,Black
V348906,Sedan,2022,Blue
V390685,Sedan,2015,White
V152165,SUV,2023,Blue
V69152,Hatchback,2017,White
V301282,Convertible,2020,Black
V199937,Sedan,2020,Black
V84057,Sedan,2023,Blue
V59796,Sedan,2022,Green
V124453,Convertible,2019,White
V409466,Hatchback,2021,Blue
V222360,Truck,2016,Black
V485121,Coupe,2023,Red
V251909,Convertible,2023,Black
V462428,Coupe,2023,Red
V255173,SUV,2020,Green
V386171,Truck,2022,Red
V103896,Hatchback,2024,Red
V59946,Sedan,2016,Red
V65140,Truck,2020,Blue
V433095,Hatchback,2015,White
V301439,Convertible,2019,White
V166532,Sedan,2023,Black
V214973,Truck,2016,Red
V259920,Truck,2023,Blue
V61074,Truck,2015,White
V466070,SUV,2021,Green
V38115,Convertible,2020,Blue
V364522,Hatchback,2019,Red
V405343,Hatchback,2020,White
V412232,Truck,2018,Green
V383137,SUV,2015,Black
V234357,Sedan,2021,Blue
V412231,SUV,2023,Green
V122603,Sedan,2021,Black
V270794,Sedan,2016,Blue
V151349,Coupe,2021,White
V136877,SUV,2016,White
V208342,Truck,2023,Black
V357376,SUV,2021,Black
V86024,Coupe,2017,Red
V438820,Hatchback,2015,White
V71179,Sedan,2023,Black
V336465,SUV,2019,Black
V177614,Coupe,2021,Blue
V441500,Truck,2021,Blue
V209671,Convertible,2023,White
V221331,Coupe,2023,Green
V53974,Coupe,2021,White
V336488,Convertible,2016,Black
V480753,Convertible,2015,Black
V472062,Hatchback,2023,Green
V30843,Truck,2022,Red
V160653,Hatchback,2016,Green
V2737,Sedan,2021,White
V207515,SUV,2022,Black
V447155,Convertible,2023,Blue
V43271,Convertible,2020,Green
V192683,Hatchback,2023,Blue
V465722,Sedan,2019,Black
V102226,Convertible,2021,Blue
V119216,Convertible,2019,White
V144148,SUV,2018,Green
V387368,SUV,2023,Red
V155458,Convertible,2016,Red
V240058,Truck,2022,Red
V137765,SUV,2017,Blue
V37601,Sedan,2020,Green
V5215,Coupe,2016,Black
V134324,Convertible,2023,Blue
V390221,Coupe,2016,Green
V493346,Coupe,2016,Blue
V301736,Truck,2020,Red
V475592,Hatchback,2022,Red
V200703,Hatchback,2019,Red
V178505,SUV,2015,Green
V203167,Convertible,2018,Black
V43156,SUV,2020,Green
V140807,Coupe,2024,White
V387810,Coupe,2021,White
V40651,SUV,2015,Black
V81702,Convertible,2020,Red
V17182,Coupe,2024,Green
V391944,Coupe,2018,Blue
V265924,Convertible,2024,Black
V436051,Hatchback,2023,White
V48877,Truck,2017,White
V216004,Coupe,2024,Black
V12104,SUV,2021,Black
V110844,SUV,2021,White
V102306,Sedan,2017,Black
V409729,SUV,2022,Blue
V263380,Hatchback,2015,White
V470132,SUV,2015,Red
V483819,Convertible,2024,Green
V235106,Coupe,2022,White
V480033,Truck,2016,Red
V403908,Hatchback,2015,White
V415633,SUV,2018,White
V486107,Sedan,2016,White
V468766,SUV,2016,Black
V314682,Hatchback,2021,Black
V302885,SUV,2015,Green
V252976,Coupe,2021,Blue
V398915,SUV,2022,Red
V370871,Convertible,2015,White
V435648,Convertible,2017,Blue
V404194,Hatchback,2016,White
V175495,Hatchback,2024,Black
V215000,Convertible,2018,White
V113488,Coupe,2016,Black
V287603,Convertible,2016,Black
V328145,Hatchback,2017,Blue
V333134,Coupe,2021,Red
V59535,Hatchback,2020,Black
V373730,SUV,2020,Red
V279304,Coupe,2018,Blue
V164318,Truck,2016,Green
V398002,Convertible,2022,Blue
V499372,Hatchback,2020,Black
V369296,Hatchback,2017,White
V404202,Sedan,2021,Black
V177631,Sedan,2024,Green
V452399,Coupe,2021,Red
V189036,Hatchback,2017,Blue
V452075,Hatchback,2022,Red
V242084,SUV,2017,Green
V66783,Hatchback,2022,Black
V95678,Sedan,2024,Black
V359417,Sedan,2023,White
V472607,Sedan,2021,Blue
V162918,Convertible,2022,White
V442206,Truck,2019,Green
V253108,Sedan,2016,Red
V288899,SUV,2023,Red
V167816,Convertible,2018,White
V283039,Hatchback,2018,Green
V184084,Coupe,2022,Blue
V238802,Convertible,2016,White
V160954,Coupe,2021,Red
V209316,Sedan,2018,Green
V355527,Convertible,2015,White
V117096,Truck,2018,White
V368544,Hatchback,2024,Red
V245392,Sedan,2020,White
V115810,Convertible,2019,Black
V81095,Coupe,2015,Red
V220332,Truck,2024,Green
V25692,Hatchback,2017,White
V51751,SUV,2024,White
V46813,SUV,2016,Red
V128070,Convertible,2023,Blue
V269875,Truck,2021,Blue
V332043,Truck,2019,Green
V481662,Truck,2015,Black
V482585,Convertible,2018,Blue
V400496,Hatchback,2022,White
V68793,Hatchback,2021,White
V298070,Coupe,2020,Black
V30654,Truck,2016,Black
V344009,Hatchback,2021,White
V108092,Coupe,2020,Green
V201057,SUV,2017,Black
V433383,Sedan,2020,Green
V484405,Truck,2019,White
V437881,Truck,2015,White
V172284,Truck,2015,Green
V226963,Convertible,2015,Red
V157111,Convertible,2016,Red
V232888,Truck,2020,White
V340037,Coupe,2017,Green
V447876,Truck,2021,Red
V359957,Truck,2018,Black
V486024,Hatchback,2020,Green
V468588,Sedan,2024,Red
V408266,Truck,2016,Red
V75394,Hatchback,2018,Blue
V56123,SUV,2020,Black
V100778,Truck,2017,White
V342068,Sedan,2023,Blue
V485327,Coupe,2015,Red
V178444,Hatchback,2019,Blue
V228930,Hatchback,2016,Red
V81586,Truck,2018,Red
V225169,Coupe,2015,White
V102515,SUV,2017,White
V465174,SUV,2017,Red
V36332,Sedan,2016,Green
V231419,Sedan,2022,Black
V389365,Hatchback,2018,White
V294073,Truck,2016,White
V287560,Hatchback,2018,Red
V273246,Truck,2020,White
V428418,Convertible,2016,Black
V169279,Truck,2022,Red
V266130,Convertible,2024,Black
V298594,Truck,2016,Red
V449307,SUV,2024,Black
V327930,Hatchback,2019,Red
V328431,SUV,2021,Black
V275148,Convertible,2021,Red
V57965,Truck,2022,Red
V33963,Truck,2024,Black
V77565,Sedan,2018,Black
V138190,Sedan,2017,White
V154004,Convertible,2020,Red
V400373,Coupe,2023,White
V173156,Sedan,2022,Blue
V195121,Sedan,2024,Blue
V287688,Hatchback,2015,Red
V335455,SUV,2024,Green
V187744,Convertible,2019,Green
V332544,Truck,2019,Blue
V198334,Coupe,2017,Red
V9814,Sedan,2018,White
V365599,Hatchback,2019,Red
V277893,SUV,2021,Black
V344798,Hatchback,2024,Red
V326275,SUV,2024,Black
V303596,Convertible,2019,Blue
V177948,Truck,2019,Green
V255798,Sedan,2018,Red
V306833,SUV,2017,Black
V494038,Coupe,2018,Red
V223527,Sedan,2015,Red
V268606,SUV,2015,White
V471671,Hatchback,2023,White
V291253,Hatchback,2024,White
V107079,Truck,2024,White
V489023,Hatchback,2022,Black
V301271,Coupe,2024,Green
V93167,Coupe,2016,Green
V103749,Sedan,2024,Red
V219666,Convertible,2016,Green
V387211,Coupe,2015,Green
V18155,Hatchback,2021,Red
V109419,SUV,2017,White
V1357,Sedan,2019,Green
V480008,Truck,2021,Red
V71158,Convertible,2023,Red
V265567,SUV,2017,Blue
V486851,Sedan,2024,White
V481616,Convertible,2019,White
V487458,Hatchback,2017,Green
